Driver,Kart,Tires,Glider,Weight,Acceleration,On-Road Traction,Off-Road Traction,Mini Turbo,Ground Speed,Water Speed,Anti-Gravity Speed,Air Speed,Ground Handling,Water Handling,Anti-Gravity Handling,Air Handling,key
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",5.25,1.25,3.5,1.75,1.25,5.75,4.25,4.75,4.75,2,2,1.75,1.25,5.251.253.51.751.255.754.254.754.755.7521.751.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,2,3.75,3.25,2,5,4.25,5,4.25,1.5,1.5,1.75,1.75,4.7523.753.25254.2554.2551.51.751.75
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,2,4,3,2,5,4,5,4.25,1.5,1.75,1.5,1.75,524325454.2551.751.51.75
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",5,1.75,3.75,3.25,1.75,5.25,4.25,4.75,4.5,1.5,1.5,1.75,1.5,51.753.753.251.755.254.254.754.55.251.51.751.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",5.25,1.75,4,3,1.75,5.25,4,5,4.5,1.5,1.75,1.5,1.5,5.251.75431.755.25454.55.251.751.51.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,2.25,3.75,3,1.75,5.25,4.75,5,4.25,1.75,1.5,2.25,2,4.52.253.7531.755.254.7554.255.251.52.252
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,2.25,4,2.75,1.75,5.25,4.5,5,4.25,1.75,1.75,2,2,4.752.2542.751.755.254.554.255.251.7522
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",4.75,2,3.75,3,1.5,5.5,4.75,4.75,4.5,1.75,1.5,2.25,1.75,4.7523.7531.55.54.754.754.55.51.52.251.75
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",5,2,4,2.75,1.5,5.5,4.5,5,4.5,1.75,1.75,2,1.75,5242.751.55.54.554.55.51.7521.75
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3,3,2.5,3,4.5,4.5,4.5,4.75,2.5,2.25,2.75,2.5,3.75332.534.54.54.54.754.52.252.752.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3,3.25,2.25,3,4.5,4.25,4.5,4.75,2.5,2.5,2.5,2.5,433.252.2534.54.254.54.754.52.52.52.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",4,2.75,3,2.5,2.75,4.75,4.5,4.25,5,2.5,2.25,2.75,2.25,42.7532.52.754.754.54.2554.752.252.752.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",4.25,2.75,3.25,2.25,2.75,4.75,4.25,4.5,5,2.5,2.5,2.5,2.25,4.252.753.252.252.754.754.254.554.752.52.52.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,1.75,4,1.5,1.5,5.5,3.75,5.5,4,2,1.25,2.25,1.75,4.51.7541.51.55.53.755.545.51.252.251.75
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,1.75,4.25,1.25,1.5,5.5,3.5,5.5,4,2,1.5,2,1.75,4.751.754.251.251.55.53.55.545.51.521.75
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",4.75,1.5,4,1.5,1.25,5.75,3.75,5.25,4.25,2,1.25,2.25,1.5,4.751.541.51.255.753.755.254.255.751.252.251.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",5,1.5,4.25,1.25,1.25,5.75,3.5,5.5,4.25,2,1.5,2,1.5,51.54.251.251.255.753.55.54.255.751.521.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,2,4,1.75,2,5.25,4.25,5.5,4.5,2.5,2.25,2.5,2.5,4.25241.7525.254.255.54.55.252.252.52.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,2,4.25,1.5,2,5.25,4,5.5,4.5,2.5,2.5,2.25,2.5,4.524.251.525.2545.54.55.252.52.252.5
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",4.5,1.75,4,1.75,1.75,5.5,4.25,5.25,4.75,2.5,2.25,2.5,2.25,4.51.7541.751.755.54.255.254.755.52.252.52.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",4.75,1.75,4.25,1.5,1.75,5.5,4,5.5,4.75,2.5,2.5,2.25,2.25,4.751.754.251.51.755.545.54.755.52.52.252.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,2.5,3.5,3,2.5,4.75,4,4.75,5,2,1.5,2.25,2.25,42.53.532.54.7544.7554.751.52.252.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,2.5,3.75,2.75,2.5,4.75,3.75,4.75,5,2,1.75,2,2.25,4.252.53.752.752.54.753.754.7554.751.7522.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",4.25,2.25,3.5,3,2.25,5,4,4.5,5.25,2,1.5,2.25,2,4.252.253.532.25544.55.2551.52.252
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",4.5,2.25,3.75,2.75,2.25,5,3.75,4.75,5.25,2,1.75,2,2,4.52.253.752.752.2553.754.755.2551.7522
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,2.5,3.5,2.75,2.25,5,4.5,5,4.75,2.25,2,2.5,2.25,4.252.53.52.752.2554.554.75522.52.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,2.5,3.75,2.5,2.25,5,4.25,5,4.75,2.25,2.25,2.25,2.25,4.52.53.752.52.2554.2554.7552.252.252.25
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",4.5,2.25,3.5,2.75,2,5.25,4.5,4.75,5,2.25,2,2.5,2,4.52.253.52.7525.254.54.7555.2522.52
"Wario, Dry Bowser","Circuit Special, B Dasher, P-Wing","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",4.75,2.25,3.75,2.5,2,5.25,4.25,5,5,2.25,2.25,2.25,2,4.752.253.752.525.254.25555.252.252.252
"Wario, Dry Bowser","Landship, Streetle","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,4,2.5,3.5,4,3.75,5.25,4,4.5,3,3,2.75,2.75,342.53.543.755.2544.53.7532.752.75
"Wario, Dry Bowser","Landship, Streetle","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,4,2.75,3.25,4,3.75,5,4,4.5,3,3.25,2.5,2.75,3.2542.753.2543.75544.53.753.252.52.75
"Wario, Dry Bowser","Landship, Streetle","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",3.25,3.75,2.5,3.5,3.75,4,5.25,3.75,4.75,3,3,2.75,2.5,3.253.752.53.53.7545.253.754.75432.752.5
"Wario, Dry Bowser","Landship, Streetle","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",3.5,3.75,2.75,3.25,3.75,4,5,4,4.75,3,3.25,2.5,2.5,3.53.752.753.253.754544.7543.252.52.5
"Wario, Dry Bowser","Landship, Streetle","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,2.75,2.5,3.25,2.75,4.5,5.5,3.75,4.5,2.75,2.75,2,2.25,42.752.53.252.754.55.53.754.54.52.7522.25
"Wario, Dry Bowser","Landship, Streetle","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,2.75,2.75,3,2.75,4.5,5.25,3.75,4.5,2.75,3,1.75,2.25,4.252.752.7532.754.55.253.754.54.531.752.25
"Wario, Dry Bowser","Landship, Streetle","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",4.25,2.5,2.5,3.25,2.5,4.75,5.5,3.5,4.75,2.75,2.75,2,2,4.252.52.53.252.54.755.53.54.754.752.7522
"Wario, Dry Bowser","Landship, Streetle","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",4.5,2.5,2.75,3,2.5,4.75,5.25,3.75,4.75,2.75,3,1.75,2,4.52.52.7532.54.755.253.754.754.7531.752
"Wario, Dry Bowser","Landship, Streetle","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3.25,3,4.5,3.25,4,5.25,4,4.25,2.25,2.5,1.75,2.5,43.2534.53.2545.2544.2542.51.752.5
"Wario, Dry Bowser","Landship, Streetle","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3.25,3.25,4.25,3.25,4,5,4,4.25,2.25,2.75,1.5,2.5,4.253.253.254.253.254544.2542.751.52.5
"Wario, Dry Bowser","Landship, Streetle","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",4.25,3,3,4.5,3,4.25,5.25,3.75,4.5,2.25,2.5,1.75,2.25,4.25334.534.255.253.754.54.252.51.752.25
"Wario, Dry Bowser","Landship, Streetle","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",4.5,3,3.25,4.25,3,4.25,5,4,4.5,2.25,2.75,1.5,2.25,4.533.254.2534.25544.54.252.751.52.25
"Wario, Dry Bowser","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.5,3,4.25,3,4.25,5.75,4,4.25,2.5,2.5,2.25,2.75,3.753.534.2534.255.7544.254.252.52.252.75
"Wario, Dry Bowser","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.5,3.25,4,3,4.25,5.5,4,4.25,2.5,2.75,2,2.75,43.53.25434.255.544.254.252.7522.75
"Wario, Dry Bowser","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",4,3.25,3,4.25,2.75,4.5,5.75,3.75,4.5,2.5,2.5,2.25,2.5,43.2534.252.754.55.753.754.54.52.52.252.5
"Wario, Dry Bowser","Landship, Streetle","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",4.25,3.25,3.25,4,2.75,4.5,5.5,4,4.5,2.5,2.75,2,2.5,4.253.253.2542.754.55.544.54.52.7522.5
"Wario, Dry Bowser","Landship, Streetle","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",3,4.25,2.25,3.75,4.25,3.5,5.5,3.5,4.75,3.25,3.25,2.75,3.25,34.252.253.754.253.55.53.54.753.53.252.753.25
"Wario, Dry Bowser","Landship, Streetle","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,4.25,2.5,3.5,4.25,3.5,5.25,3.5,4.75,3.25,3.5,2.5,3.25,3.254.252.53.54.253.55.253.54.753.53.52.53.25
"Wario, Dry Bowser","Landship, Streetle","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",3.25,4,2.25,3.75,4,3.75,5.5,3.25,5,3.25,3.25,2.75,3,3.2542.253.7543.755.53.2553.753.252.753
"Wario, Dry Bowser","Landship, Streetle","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",3.5,4,2.5,3.5,4,3.75,5.25,3.5,5,3.25,3.5,2.5,3,3.542.53.543.755.253.553.753.52.53
"Wario, Dry Bowser","Landship, Streetle","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3,3.25,2.75,2.75,4.5,4.75,4.5,4,2.75,2.25,2.25,2.5,3.7533.252.752.754.54.754.544.52.252.252.5
"Wario, Dry Bowser","Landship, Streetle","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3,3.5,2.5,2.75,4.5,4.5,4.5,4,2.75,2.5,2,2.5,433.52.52.754.54.54.544.52.522.5
"Wario, Dry Bowser","Landship, Streetle","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",4,2.75,3.25,2.75,2.5,4.75,4.75,4.25,4.25,2.75,2.25,2.25,2.25,42.753.252.752.54.754.754.254.254.752.252.252.25
"Wario, Dry Bowser","Landship, Streetle","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",4.25,2.75,3.5,2.5,2.5,4.75,4.5,4.5,4.25,2.75,2.5,2,2.25,4.252.753.52.52.54.754.54.54.254.752.522.25
"Wario, Dry Bowser","Landship, Streetle","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.25,3.25,3,3.25,4.25,5.25,4.5,4.5,3.25,3.25,2.5,3.25,3.53.253.2533.254.255.254.54.54.253.252.53.25
"Wario, Dry Bowser","Landship, Streetle","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.25,3.5,2.75,3.25,4.25,5,4.5,4.5,3.25,3.5,2.25,3.25,3.753.253.52.753.254.2554.54.54.253.52.253.25
"Wario, Dry Bowser","Landship, Streetle","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",3.75,3,3.25,3,3,4.5,5.25,4.25,4.75,3.25,3.25,2.5,3,3.7533.25334.55.254.254.754.53.252.53
"Wario, Dry Bowser","Landship, Streetle","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",4,3,3.5,2.75,3,4.5,5,4.5,4.75,3.25,3.5,2.25,3,433.52.7534.554.54.754.53.52.253
"Wario, Dry Bowser","Landship, Streetle","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.75,2.75,4.25,3.75,3.75,5,3.75,5,2.75,2.5,2.25,3,3.253.752.754.253.753.7553.7553.752.52.253
"Wario, Dry Bowser","Landship, Streetle","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3.75,3,4,3.75,3.75,4.75,3.75,5,2.75,2.75,2,3,3.53.75343.753.754.753.7553.752.7523
"Wario, Dry Bowser","Landship, Streetle","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,2.75,4.25,3.5,4,5,3.5,5.25,2.75,2.5,2.25,2.75,3.53.52.754.253.5453.55.2542.52.252.75
"Wario, Dry Bowser","Landship, Streetle","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",3.75,3.5,3,4,3.5,4,4.75,3.75,5.25,2.75,2.75,2,2.75,3.753.5343.544.753.755.2542.7522.75
"Wario, Dry Bowser","Landship, Streetle","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.75,2.75,4,3.5,4,5.5,4,4.75,3,3,2.5,3,3.53.752.7543.545.544.75432.53
"Wario, Dry Bowser","Landship, Streetle","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.75,3,3.75,3.5,4,5.25,4,4.75,3,3.25,2.25,3,3.753.7533.753.545.2544.7543.252.253
"Wario, Dry Bowser","Landship, Streetle","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",3.75,3.5,2.75,4,3.25,4.25,5.5,3.75,5,3,3,2.5,2.75,3.753.52.7543.254.255.53.7554.2532.52.75
"Wario, Dry Bowser","Landship, Streetle","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",4,3.5,3,3.75,3.25,4.25,5.25,4,5,3,3.25,2.25,2.75,43.533.753.254.255.25454.253.252.252.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.25,3,3,3.5,4.25,4.75,5.25,5,2.5,2.25,3.25,2.5,3.753.25333.54.254.755.2554.252.253.252.5
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.25,3.25,2.75,3.5,4.25,4.5,5.25,5,2.5,2.5,3,2.5,43.253.252.753.54.254.55.2554.252.532.5
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Super Glider, Waddle Wing, Hylian Kite",4,3,3,3,3.25,4.5,4.75,5,5.25,2.5,2.25,3.25,2.25,43333.254.54.7555.254.52.253.252.25
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Button, Leaf Tires","Wario Wing, Plane Glider, Gold Glider",4.25,3,3.25,2.75,3.25,4.5,4.5,5.25,5.25,2.5,2.5,3,2.25,4.2533.252.753.254.54.55.255.254.52.532.25
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,2,3,2.75,2.25,5,5,5,5,2.25,2,2.5,2,4.75232.752.255555522.52
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,2,3.25,2.5,2.25,5,4.75,5,5,2.25,2.25,2.25,2,523.252.52.2554.755552.252.252
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Super Glider, Waddle Wing, Hylian Kite",5,1.75,3,2.75,2,5.25,5,4.75,5.25,2.25,2,2.5,1.75,51.7532.7525.2554.755.255.2522.51.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Metal, Gold Tires","Wario Wing, Plane Glider, Gold Glider",5.25,1.75,3.25,2.5,2,5.25,4.75,5,5.25,2.25,2.25,2.25,1.75,5.251.753.252.525.254.7555.255.252.252.251.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.75,2.5,3.5,4,2.75,4.5,4.75,5.25,4.75,1.75,1.75,2.25,2.25,4.752.53.542.754.54.755.254.754.51.752.252.25
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",5,2.5,3.75,3.75,2.75,4.5,4.5,5.25,4.75,1.75,2,2,2.25,52.53.753.752.754.54.55.254.754.5222.25
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Super Glider, Waddle Wing, Hylian Kite",5,2.25,3.5,4,2.5,4.75,4.75,5,5,1.75,1.75,2.25,2,52.253.542.54.754.75554.751.752.252
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Monster, Hot Monster","Wario Wing, Plane Glider, Gold Glider",5.25,2.25,3.75,3.75,2.5,4.75,4.5,5.25,5,1.75,2,2,2,5.252.253.753.752.54.754.55.2554.75222
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,2.75,3.5,3.75,2.5,4.75,5.25,5.25,4.75,2,1.75,2.75,2.5,4.52.753.53.752.54.755.255.254.754.751.752.752.5
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,2.75,3.75,3.5,2.5,4.75,5,5.25,4.75,2,2,2.5,2.5,4.752.753.753.52.54.7555.254.754.7522.52.5
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Super Glider, Waddle Wing, Hylian Kite",4.75,2.5,3.5,3.75,2.25,5,5.25,5,5,2,1.75,2.75,2.25,4.752.53.53.752.2555.255551.752.752.25
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Off-Road, Retro Off-Road, Triforce Tires","Wario Wing, Plane Glider, Gold Glider",5,2.5,3.75,3.5,2.25,5,5,5.25,5,2,2,2.5,2.25,52.53.753.52.25555.255522.52.25
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Cloud Glider, Parachute, Flower Glider, Paper Glider",3.75,3.5,2.75,3.25,3.75,4,5,4.75,5.25,2.75,2.5,3.25,3,3.753.52.753.253.75454.755.2542.53.253
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3.5,3,3,3.75,4,4.75,4.75,5.25,2.75,2.75,3,3,43.5333.7544.754.755.2542.7533
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Super Glider, Waddle Wing, Hylian Kite",4,3.25,2.75,3.25,3.5,4.25,5,4.5,5.5,2.75,2.5,3.25,2.75,43.252.753.253.54.2554.55.54.252.53.252.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Roller, Azure Roller","Wario Wing, Plane Glider, Gold Glider",4.25,3.25,3,3,3.5,4.25,4.75,4.75,5.5,2.75,2.75,3,2.75,4.253.25333.54.254.754.755.54.252.7532.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.5,2.25,3.75,2.25,2.25,5,4.25,5.75,4.5,2.25,1.5,2.75,2.25,4.52.253.752.252.2554.255.754.551.52.752.25
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.75,2.25,4,2,2.25,5,4,5.75,4.5,2.25,1.75,2.5,2.25,4.752.25422.25545.754.551.752.52.25
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Super Glider, Waddle Wing, Hylian Kite",4.75,2,3.75,2.25,2,5.25,4.25,5.5,4.75,2.25,1.5,2.75,2,4.7523.752.2525.254.255.54.755.251.52.752
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Slick, Cyber Slick","Wario Wing, Plane Glider, Gold Glider",5,2,4,2,2,5.25,4,5.75,4.75,2.25,1.75,2.5,2,524225.2545.754.755.251.752.52
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,2.5,3.75,2.5,2.75,4.75,4.75,5.75,5,2.75,2.5,3,3,4.252.53.752.52.754.754.755.7554.752.533
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,2.5,4,2.25,2.75,4.75,4.5,5.75,5,2.75,2.75,2.75,3,4.52.542.252.754.754.55.7554.752.752.753
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Super Glider, Waddle Wing, Hylian Kite",4.5,2.25,3.75,2.5,2.5,5,4.75,5.5,5.25,2.75,2.5,3,2.75,4.52.253.752.52.554.755.55.2552.532.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Slim, Wood, Crimson Slim","Wario Wing, Plane Glider, Gold Glider",4.75,2.25,4,2.25,2.5,5,4.5,5.75,5.25,2.75,2.75,2.75,2.75,4.752.2542.252.554.55.755.2552.752.752.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3,3.25,3.75,3.25,4.25,4.5,5,5.5,2.25,1.75,2.75,2.75,433.253.753.254.254.555.54.251.752.752.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.25,3,3.5,3.5,3.25,4.25,4.25,5,5.5,2.25,2,2.5,2.75,4.2533.53.53.254.254.2555.54.2522.52.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Super Glider, Waddle Wing, Hylian Kite",4.25,2.75,3.25,3.75,3,4.5,4.5,4.75,5.75,2.25,1.75,2.75,2.5,4.252.753.253.7534.54.54.755.754.51.752.752.5
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Sponge, Cushion","Wario Wing, Plane Glider, Gold Glider",4.5,2.75,3.5,3.5,3,4.5,4.25,5,5.75,2.25,2,2.5,2.5,4.52.753.53.534.54.2555.754.522.52.5
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Cloud Glider, Parachute, Flower Glider, Paper Glider",4.25,3,3.25,3.5,3,4.5,5,5.25,5.25,2.5,2.25,3,2.75,4.2533.253.534.555.255.254.52.2532.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4.5,3,3.5,3.25,3,4.5,4.75,5.25,5.25,2.5,2.5,2.75,2.75,4.533.53.2534.54.755.255.254.52.52.752.75
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Super Glider, Waddle Wing, Hylian Kite",4.5,2.75,3.25,3.5,2.75,4.75,5,5,5.5,2.5,2.25,3,2.5,4.52.753.253.52.754.75555.54.752.2532.5
"Wario, Dry Bowser","Mach 8, Sports Coupe, Inkstriker","Standard, Blue Standard, GLA Tires","Wario Wing, Plane Glider, Gold Glider",4.75,2.75,3.5,3.25,2.75,4.75,4.75,5.25,5.5,2.5,2.5,2.75,2.5,4.752.753.53.252.754.754.755.255.54.752.52.752.5
